"flat";"down";"up"
"2884";2;2;4
"29.05";2;2;4
"293.03";2;2;3
"298";2;2;4
"3.02";2;2;3
"3.28";2;2;3
"3.56";2;2;5
"3.6";2;2;3
"3.7";2;2;3
"3.75";2;2;4
"3.86";2;2;4
"3.91";2;2;3
"3.94";2;2;4
"3.99";2;2;4
"3000";2;2;3
"301";2;2;3
"3030";2;2;4
"3041";2;2;3
"305.22";2;2;3
"31.452";2;2;3
"3105";2;2;4
"3176";2;2;3
"32.621";2;2;3
"320";2;2;3
"3227";2;2;3
"328";2;2;3
"33.09";2;2;4
"33.25";2;2;4
"33.8";2;2;4
"330";2;2;3
"3300";2;2;4
"332";2;2;4
"335";2;2;3
"339";2;2;3
"34.09";2;2;4
"340";2;2;3
"3478";2;2;4
"35.66";2;2;4
"355";2;2;3
"3568";2;2;3
"3583";2;2;6
"363";2;2;3
"366";2;2;3
"3673";2;2;7
"3675.2";2;2;3
"37.14";2;2;3
"37.28";2;2;4
"3702";2;2;4
"3706";2;2;3
"373";2;2;3
"374";2;2;3
"377";2;2;3
"38";2;2;6
"38.97";2;2;3
"3870";2;2;6
"39.6";2;2;4
"390";2;2;4
"398.60";2;2;3
"4.32";2;2;3
"4.42";2;2;3
"4.7";2;2;5
"4.91";2;2;4
"405";2;2;4
"408.21";2;2;4
"4088";2;2;4
"414";2;2;4
"4152";2;2;3
"431";2;2;3
"434";2;2;3
"4352";2;2;4
"4370";2;2;4
"444";2;2;3
"447";2;2;3
"462";2;2;4
"466";2;2;3
"47.33";2;2;3
"47.37";2;2;3
"47.42";2;2;3
"477.2";2;2;3
"48.75";2;2;4
"480";2;2;3
"488";2;2;3
"49.3";2;2;4
"49.34";2;2;4
"49.7";2;2;4
"49.79";2;2;3
"495";2;2;3
"4966";2;2;3
"4968";2;2;3
"5.1";2;2;3
"5.3";2;2;4
"5.5";2;2;10
"5.6";2;2;3
"5.7";2;2;4
"50.2";2;2;4
"500-9";2;2;3
"5000";2;2;7
"52";2;2;4
"53.5";2;2;4
"53.9";2;2;4
"530";2;2;4
"5371";2;2;4
"54.3";2;2;4
"54.5";2;2;3
"54.79";2;2;3
"55";2;2;3
"550";2;2;4
"57.5";2;2;4
"579";2;2;4
"580";2;2;3
"590";2;2;3
"6.21";2;2;3
"6.52";2;2;6
"6.7";2;2;5
"6.79";2;2;3
"6.9";2;2;4
"606";2;2;3
"608";2;2;3
"6147";2;2;3
"615.15";2;2;3
"6196";2;2;4
"626.45";2;2;4
"628";2;2;6
"6399.79";2;2;3
"64.57";2;2;4
"6409";2;2;3
"641.6";2;2;4
"6414";2;2;3
"6488";2;2;3
"654";2;2;4
"659";2;2;3
"66";2;2;3
"668";2;2;3
"670.38";2;2;3
"68";2;2;4
"68.02";2;2;4
"68.4";2;2;3
"68.52";2;2;4
"697";2;2;4
"7-11";2;2;4
"7.2";2;2;4
"7.48";2;2;4
"7.61";2;2;3
"7.69";2;2;3
"7.97";2;2;3
"7000";2;2;7
"701.6";2;2;3
"706";2;2;3
"71";2;2;4
"710";2;2;3
"7107";2;2;6
"712";2;2;4
"716";2;2;4
"7203";2;2;3
"722.69";2;2;4
"73";2;2;4
"73.3";2;2;3
"74";2;2;5
"74.7";2;2;4
"750.92";2;2;3
"752.98";2;2;4
"753.3";2;2;3
"761";2;2;3
"766.45";2;2;4
"7675.64";2;2;3
"77";2;2;8
"770";2;2;4
"776";2;2;4
"7776";2;2;3
"779.99";2;2;3
"789.89";2;2;4
"7907.31";2;2;3
"793";2;2;3
"794.17";2;2;3
"794.92";2;2;3
"7961.15";2;2;3
"8.69";2;2;4
"8019";2;2;3
"802.86";2;2;3
"8029.81";2;2;3
"8035.29";2;2;3
"8086";2;2;3
"8123.";2;2;3
"8133";2;2;3
"8166.77";2;2;3
"817";2;2;3
"8181.2";2;2;3
"8213";2;2;4
"8217";2;2;3
"8272";2;2;3
"83";2;2;3
"8305.82";2;2;3
"8313.18";2;2;3
"8320";2;2;4
"8333.29";2;2;3
"8352.36";2;2;3
"8394.";2;2;3
"8399.71";2;2;3
"840";2;2;4
"8400";2;2;4
"841";2;2;3
"8442";2;2;3
"8446";2;2;4
"846";2;2;3
"8463";2;2;3
"8471";2;2;3
"84803";2;2;4
"8488";2;2;4
"8495.23";2;2;3
"851.51";2;2;3
"8586.22";2;2;3
"859";2;2;3
"864";2;2;3
"8643.21";2;2;4
"879.81";2;2;3
"882";2;2;3
"8864.17";2;2;3
"887";2;2;3
"890";2;2;4
"8936";2;2;3
"9010.71";2;2;3
"9045";2;2;4
"9048";2;2;6
"91.52";2;2;3
"910";2;2;4
"9100";2;2;6
"9115";2;2;4
"913";2;2;3
"914.";2;2;4
"9154";2;2;4
"9191";2;2;3
"9191.87";2;2;3
"9205.43";2;2;4
"9231.8";2;2;4
"9260";2;2;4
"9298";2;2;4
"932";2;2;3
"9352";2;2;4
"9358";2;2;3
"9394.47";2;2;4
"9433";2;2;4
"9462";2;2;4
"9470";2;2;6
"9488";2;2;4
"949";2;2;3
"9496.31";2;2;4
"9504.28";2;2;4
"9523";2;2;4
"9532";2;2;6
"9542";2;2;4
"9582";2;2;4
"9586.44";2;2;4
"9593";2;2;5
"9607";2;2;4
"961";2;2;3
"9628.06";2;2;4
"9629";2;2;3
"9638";2;2;4
"9642.95";2;2;4
"9656.87";2;2;4
"9696";2;2;3
"9775";2;2;4
"980";2;2;4
"9814.88";2;2;4
"982.22";2;2;4
"9838";2;2;4
"9845.04";2;2;4
"9886";2;2;4
"99.86";2;2;4
"990";2;2;3
"9920";2;2;4
"9961";2;2;4
"ADC";2;2;3
"AH";2;2;4
"Akira";2;2;3
"AN";2;2;4
"Andr";2;2;4
"App";2;2;3
"B9";2;2;4
"Biosimilar";2;2;3
"Bloomberg";2;2;3
"Brean";2;2;3
"Broadcom";2;2;4
"CDMO";2;2;3
"China";2;2;3
"CIS";2;2;4
"CMoney";2;2;4
"CMOS";2;2;4
"code";2;2;4
"Core";2;2;4
"CPI";2;2;4
"CPL";2;2;4
"CPU";2;2;3
"DAX";2;2;3
"DCB";2;2;4
"EICC";2;2;4
"EMS";2;2;4
"Galaxy";2;2;4
"Gionee";2;2;3
"Gokul";2;2;4
"GPU";2;2;3
"GRID";2;2;3
"Hariharan";2;2;4
"HGDI";2;2;3
"high";2;2;4
"IDC";2;2;3
"IMF";2;2;3
"ING";2;2;4
"Investor";2;2;4
"InVisage";2;2;3
"iPhon";2;2;3
"iPhones";2;2;3
"iWatch";2;2;4
"Janet";2;2;3
"JPX";2;2;3
"KIYOTA";2;2;3
"LCOS";2;2;4
"LG";2;2;4
"MACD";2;2;3
"Made";2;2;3
"Maybank";2;2;4
"MERS";2;2;3
"Mobil";2;2;4
"NASDAQ";2;2;4
"NFC";2;2;4
"NVIDIA";2;2;3
"NXE";2;2;4
"NYF";2;2;3
"OTC";2;2;6
"Pascal";2;2;3
"PE";2;2;4
"Pro";2;2;4
"Q3";2;2;3
"QE2";2;2;3
"Quantum";2;2;3
"ratio";2;2;3
"Ratio";2;2;5
"Relations";2;2;4
"RF";2;2;3
"SIGMU";2;2;4
"SLO";2;2;3
"Surface";2;2;4
"TPI";2;2;4
"VMwo";2;2;3
"WLO";2;2;4
"Yellen";2;2;3
"young";2;2;4
"奧援";2;2;4
"八大";2;2;3
"巴魯";2;2;3
"半導";2;2;5
"半數";2;2;4
"幫忙";2;2;3
"保證";2;2;3
"報酬率";2;2;3
"報價";2;2;3
"報名";2;2;4
"暴動";2;2;4
"爆出";2;2;4
"北東";2;2;3
"備貨";2;2;3
"本土";2;2;3
"本益比";2;2;3
"比較";2;2;4
"必須";2;2;3
"壁上觀";2;2;3
"標準";2;2;3
"並成";2;2;3
"並調";2;2;5
"並給";2;2;3
"並回測";2;2;4
"並將";2;2;4
"並較";2;2;3
"並可採";2;2;3
"並留";2;2;4
"並上";2;2;3
"並下";2;2;3
"並要";2;2;3
"並有";2;2;4
"並與台";2;2;3
"並在";2;2;3
"波段";2;2;3
"博鰲";2;2;3
"不動產";2;2;3
"不確";2;2;3
"不讓";2;2;4
"不實";2;2;3
"不太高";2;2;3
"不遺餘力";2;2;4
"不願";2;2;3
"不彰";2;2;4
"布多單";2;2;3
"擦鞋童";2;2;3
"財長";2;2;4
"蔡雄";2;2;3
"參訪";2;2;4
"參股";2;2;3
"參加";2;2;7
"參考價";2;2;3
"慘綠下";2;2;3
"倉到";2;2;4
"層面";2;2;4
"常態";2;2;6
"廠房";2;2;4
"廠牌";2;2;3
"唱旺";2;2;3
"超級";2;2;3
"超微";2;2;3
"成長率";2;2;4
"成長性";2;2;3
"成績單";2;2;4
"誠信";2;2;3
"持穩";2;2;3
"衝上";2;2;3
"出型";2;2;3
"除權";2;2;3
"儲祥生";2;2;3
"傳產股";2;2;4
"傳捷報";2;2;5
"傳統產業";2;2;3
"創本";2;2;3
"創編";2;2;3
"創櫃";2;2;3
"創紀錄";2;2;4
"創造";2;2;3
"吹響";2;2;3
"慈濟";2;2;4
"次高";2;2;4
"促美";2;2;3
"催化劑";2;2;3
"挫低";2;2;5
"打敗";2;2;3
"打群架";2;2;4
"大吹";2;2;4
"大飯店";2;2;5
"大豐收";2;2;4
"大開殺戒";2;2;3
"大媽";2;2;3
"大權";2;2;4
"大手筆";2;2;3
"大台";2;2;3
"大通";2;2;4
"大為";2;2;4
"帶隊";2;2;4
"帶量";2;2;4
"帶頭";2;2;4
"帶旺";2;2;3
"單純";2;2;4
"單會";2;2;3
"單及";2;2;3
"單賣";2;2;4
"單說";2;2;3
"但鴻海";2;2;3
"但僅";2;2;3
"但據";2;2;3
"但昨";2;2;4
"彈升";2;2;4
"倒吃甘蔗";2;2;4
"導至";2;2;4
"到場";2;2;5
"到立";2;2;4
"道瓊";2;2;4
"德拉吉";2;2;3
"德意志";2;2;3
"登上";2;2;4
"低部";2;2;3
"低潮期";2;2;3
"低階";2;2;4
"低利";2;2;4
"低率";2;2;3
"底向上";2;2;3
"地區";2;2;3
"地震";2;2;4
"第三季";2;2;3
"點的";2;2;3
"點有";2;2;4
"墊高";2;2;4
"動工";2;2;6
"動台";2;2;4
"動用";2;2;3
"動員";2;2;3
"度過";2;2;3
"兌換";2;2;4
"對此";2;2;4
"對漢";2;2;4
"對期";2;2;5
"對以";2;2;4
"對峙";2;2;4
"對著";2;2;4
"多表";2;2;3
"多場";2;2;4
"多方";2;2;3
"多角化";2;2;4
"多來";2;2;4
"多落";2;2;4
"多時";2;2;4
"俄羅斯";2;2;3
"二版";2;2;3
"二個";2;2;3
"二合一";2;2;4
"二件";2;2;3
"二位數";2;2;3
"發放";2;2;4
"發行";2;2;3
"發燒";2;2;4
"翻紅";2;2;9
"房地產";2;2;3
"放寬";2;2;3
"分發";2;2;3
"分區";2;2;4
"分署";2;2;4
"紛紛";2;2;4
"風險";2;2;4
"服務";2;2;3
"副理";2;2;4
"感測器";2;2;5
"感謝";2;2;3
"港股";2;2;5
"槓桿";2;2;4
"高價";2;2;4
"高盛";2;2;3
"各式各樣";2;2;4
"個人資料";2;2;4
"給予";2;2;3
"更應";2;2;3
"攻擊";2;2;3
"攻堅";2;2;5
"共同市場";2;2;3
"供貨";2;2;3
"供料";2;2;3
"購買";2;2;3
"估漢";2;2;4
"估台";2;2;3
"股票";2;2;3
"股期";2;2;4
"股王";2;2;5
"掛牌";2;2;4
"關卡";2;2;5
"關係";2;2;4
"觀光";2;2;4
"冠華";2;2;4
"光台";2;2;3
"光續";2;2;3
"光昨";2;2;3
"廣達";2;2;3
"廣大";2;2;3
"櫃買";2;2;7
"國產";2;2;4
"國際法";2;2;4
"國家隊";2;2;3
"國民經濟";2;2;3
"國喬";2;2;3
"國營企業";2;2;4
"果粉";2;2;3
"還是";2;2;4
"喊進";2;2;4
"漢微";2;2;3
"行庫";2;2;3
"合乎";2;2;4
"何麗梅";2;2;3
"和物";2;2;4
"亨德森";2;2;3
"宏捷科";2;2;3
"宏圖";2;2;4
"紅盤";2;2;7
"紅色";2;2;3
"侯明";2;2;4
"后漢";2;2;3
"後續";2;2;6
"呼應";2;2;4
"華泰";2;2;4
"華為";2;2;3
"輝達";2;2;3
"回歸台";2;2;3
"回季線";2;2;3
"回籠";2;2;5
"回揚";2;2;4
"匯率";2;2;5
"匯銀";2;2;3
"慧洋";2;2;3
"繪圖";2;2;3
"基亞";2;2;3
"基於";2;2;4
"機率";2;2;4
"機制";2;2;3
"激勵";2;2;7
"激烈";2;2;3
"及晶圓級";2;2;4
"及陸";2;2;4
"及美";2;2;3
"及微";2;2;4
"及證";2;2;3
"即以";2;2;3
"集中";2;2;3
"幾檔";2;2;4
"幾家";2;2;3
"幾天";2;2;4
"擠進";2;2;4
"季初";2;2;3
"季法";2;2;3
"季共";2;2;3
"季及";2;2;3
"季將";2;2;4
"季為";2;2;3
"季增";2;2;6
"季中";2;2;3
"加緊腳步";2;2;4
"加遽";2;2;3
"加薪";2;2;4
"家創";2;2;3
"夾擊";2;2;3
"假期";2;2;3
"價平到";2;2;4
"價齊揚";2;2;9
"價穩";2;2;3
"價漲量";2;2;4
"價值觀";2;2;3
"兼備";2;2;3
"堅定";2;2;4
"堅守";2;2;3
"監獄";2;2;4
"姜洋";2;2;6
"將屆";2;2;4
"將近";2;2;3
"將啟";2;2;4
"將台灣";2;2;3
"將先";2;2;4
"將有助";2;2;4
"將於";2;2;8
"將與";2;2;4
"降至";2;2;3
"降準";2;2;4
"交迫";2;2;4
"交易日";2;2;3
"交易稅";2;2;3
"交易員";2;2;3
"交由";2;2;4
"較大";2;2;3
"接連";2;2;4
"接下來";2;2;5
"接著傳";2;2;4
"介則";2;2;3
"今大漲";2;2;4
"今年";2;2;7
"今台";2;2;3
"金鼎";2;2;6
"僅略增";2;2;4
"僅穩守";2;2;4
"僅一海";2;2;3
"僅以";2;2;4
"僅由";2;2;3
"僅約";2;2;3
"僅漲";2;2;4
"淨利";2;2;3
"淨值";2;2;3
"競爭力";2;2;4
"九點";2;2;4
"九六";2;2;4
"巨頭";2;2;5
"捐錢";2;2;3
"捐血";2;2;3
"崛起";2;2;3
"開始";2;2;6
"抗體";2;2;3
"科第";2;2;4
"可將";2;2;3
"可偏";2;2;3
"可說是";2;2;4
"可望";2;2;9
"空大";2;2;3
"扣除";2;2;3
"扣抵";2;2;8
"庫藏";2;2;3
"跨國";2;2;3
"困派";2;2;4
"擴及";2;2;4
"擴增";2;2;4
"來勢洶洶";2;2;3
"勞動力";2;2;4
"力衝";2;2;4
"力抗";2;2;3
"力圖";2;2;3
"立積";2;2;3
"立凱";2;2;4
"立院";2;2;3
"聯盟";2;2;4
"兩倍";2;2;5
"兩波";2;2;3
"兩次";2;2;3
"兩年";2;2;5
"兩強";2;2;3
"兩稅";2;2;8
"兩樣";2;2;3
"兩隻";2;2;4
"亮眼";2;2;3
"廖繼弘";2;2;4
"列兆元";2;2;6
"林文伯昨";2;2;3
"凌駕";2;2;4
"凌厲";2;2;5
"凌陽";2;2;3
"另據";2;2;3
"劉華仁";2;2;4
"劉泰英";2;2;3
"六個";2;2;3
"陸股";2;2;6
"倫理";2;2;3
"買權";2;2;4
"賣超";2;2;4
"賣權";2;2;4
"悶氣";2;2;4
"勉強";2;2;4
"描繪";2;2;4
"名副其實";2;2;4
"命運";2;2;3
"摩台";2;2;4
"母公司";2;2;3
"目標";2;2;3
"南電";2;2;4
"南山人壽";2;2;3
"內外";2;2;4
"內需";2;2;3
"內因";2;2;3
"內憂外患";2;2;4
"年減";2;2;4
"年鑑";2;2;3
"廿八日";2;2;3
"扭轉";2;2;3
"農曆年";2;2;4
"歐元區";2;2;4
"拋出";2;2;4
"配發";2;2;4
"平的";2;2;4
"平低";2;2;4
"屏東";2;2;4
"普立茲";2;2;4
"期貨市場";2;2;6
"期正";2;2;4
"其實";2;2;5
"奇景";2;2;4
"頎邦";2;2;3
"企業倫理";2;2;4
"企在";2;2;3
"起伏";2;2;3
"啟動下";2;2;3
"前低";2;2;3
"前後";2;2;6
"前拉";2;2;3
"前拉貨";2;2;3
"前十";2;2;4
"強彈";2;2;5
"強化";2;2;4
"強制";2;2;4
"搶先";2;2;3
"敲進";2;2;4
"切入點";2;2;3
"勤業";2;2;4
"清明";2;2;4
"情勢";2;2;4
"區落";2;2;3
"去化";2;2;4
"去了";2;2;6
"圈給";2;2;3
"全場";2;2;6
"全台";2;2;4
"全線";2;2;7
"卻大減";2;2;3
"群益";2;2;6
"人數";2;2;4
"人選";2;2;3
"仍布";2;2;3
"仍舊";2;2;4
"仍難";2;2;3
"仍盛";2;2;3
"仍為";2;2;4
"仍須";2;2;4
"仍重";2;2;3
"日本";2;2;3
"日韓";2;2;3
"日經指數";2;2;4
"融資";2;2;4
"如德律";2;2;4
"如股";2;2;3
"如義隆";2;2;4
"茹素";2;2;4
"入袋";2;2;4
"入股";2;2;3
"入帳";2;2;3
"瑞信";2;2;3
"三讀";2;2;3
"三降";2;2;3
"三強";2;2;3
"三商壽";2;2;3
"三溫暖";2;2;4
"商漢";2;2;4
"商品價格";2;2;3
"商譽";2;2;3
"上半年";2;2;3
"上衝";2;2;4
"上除";2;2;4
"上季";2;2;4
"上市公司";2;2;4
"上萬口";2;2;3
"上午";2;2;4
"上修";2;2;4
"上影線";2;2;6
"上月";2;2;3
"上證";2;2;3
"審慎";2;2;3
"審視";2;2;4
"升近";2;2;4
"升破";2;2;4
"升勢";2;2;4
"笙泉";2;2;8
"失土";2;2;5
"十幾個";2;2;3
"十字線";2;2;3
"時代";2;2;5
"時至今日";2;2;4
"實戶";2;2;3
"實施";2;2;3
"始終";2;2;3
"士氣";2;2;4
"世界";2;2;3
"世銀";2;2;3
"事蹟";2;2;3
"事務所";2;2;6
"事業";2;2;4
"勢如破竹";2;2;3
"釋出";2;2;6
"收創";2;2;4
"收復";2;2;5
"收高";2;2;3
"收斂";2;2;8
"收受";2;2;3
"收小紅";2;2;3
"守穩";2;2;4
"受歐";2;2;4
"受傷害";2;2;4
"受委";2;2;3
"壽山";2;2;3
"書中";2;2;4
"數度";2;2;4
"數字";2;2;4
"衰退";2;2;5
"雙雙";2;2;4
"雙雄";2;2;4
"順利";2;2;3
"四顆";2;2;3
"縮至";2;2;4
"所長";2;2;4
"他國";2;2;3
"台港";2;2;3
"台積今";2;2;4
"台晶圓";2;2;3
"台勝科";2;2;4
"台灣將";2;2;3
"台灣要";2;2;4
"台子";2;2;3
"湯馬斯";2;2;4
"提振";2;2;3
"天價";2;2;4
"天數";2;2;9
"填補";2;2;3
"填權";2;2;3
"填息";2;2;3
"條款";2;2;3
"停券";2;2;4
"挺過";2;2;4
"同步";2;2;3
"同受";2;2;3
"同樂";2;2;4
"投機";2;2;3
"投入";2;2;3
"投資氣氛";2;2;4
"投資信託";2;2;3
"投資者";2;2;3
"突遇";2;2;3
"推廣";2;2;3
"外代";2;2;3
"外銀";2;2;3
"外債";2;2;4
"王建民";2;2;4
"往例";2;2;3
"微科";2;2;5
"為例";2;2;3
"唯獨";2;2;3
"唯一";2;2;4
"惟老";2;2;3
"委託";2;2;3
"委員";2;2;4
"位於";2;2;4
"位元";2;2;4
"文創類";2;2;4
"文清";2;2;4
"穩定";2;2;4
"問世";2;2;3
"五哥";2;2;6
"務實";2;2;3
"吸睛股";2;2;4
"希臘人";2;2;4
"矽統";2;2;4
"息率";2;2;3
"喜傳";2;2;3
"戲碼";2;2;3
"下波";2;2;4
"下車";2;2;4
"下成";2;2;4
"下挫";2;2;3
"下大漲";2;2;3
"先跌後漲";2;2;4
"相同";2;2;4
"蕭萬長";2;2;3
"小說";2;2;3
"小台";2;2;3
"協虞逸真";2;2;4
"挾著";2;2;4
"心聲";2;2;3
"辛耘";2;2;4
"欣興";2;2;4
"新高峰";2;2;4
"新聞獎";2;2;4
"信賴";2;2;4
"星期四";2;2;3
"幸台";2;2;4
"幸在";2;2;4
"兇猛";2;2;6
"修台灣";2;2;5
"宣稱";2;2;3
"宣戰";2;2;3
"選舉";2;2;3
"尋求";2;2;4
"壓過";2;2;4
"壓抑";2;2;5
"亞股日";2;2;3
"亞股續";2;2;5
"亞太經濟";2;2;4
"亞洲地區";2;2;3
"亞洲各國";2;2;3
"延長";2;2;4
"研發";2;2;3
"儼然";2;2;4
"厭煩";2;2;3
"揚升";2;2;5
"野村";2;2;7
"業務";2;2;4
"一段時間";2;2;3
"一對一";2;2;4
"一路下";2;2;5
"一碼";2;2;4
"一陣子";2;2;3
"依賴";2;2;3
"疑慮";2;2;4
"已近尾聲";2;2;3
"已散";2;2;4
"以大漲";2;2;4
"以軍";2;2;3
"以離逸";2;2;3
"以內";2;2;4
"以中紅";2;2;3
"億台幣";2;2;5
"億套";2;2;3
"億天量";2;2;4
"億支";2;2;5
"億至";2;2;4
"因獲";2;2;4
"因美";2;2;3
"因未";2;2;4
"因應";2;2;4
"螢幕";2;2;3
"影像";2;2;3
"硬體";2;2;4
"應該";2;2;3
"應會";2;2;3
"應用";2;2;3
"永豐";2;2;3
"用水";2;2;4
"由原";2;2;3
"友邦保險";2;2;3
"有三大";2;2;4
"喻為";2;2;3
"愈來愈";2;2;4
"愈來愈多";2;2;4
"元大金";2;2;4
"元旦假期";2;2;4
"元關";2;2;4
"元間";2;2;3
"元件";2;2;4
"元收";2;2;4
"元宵節";2;2;3
"元有";2;2;3
"元月";2;2;6
"元作收";2;2;5
"原來";2;2;9
"原相";2;2;3
"原油價格";2;2;4
"員工";2;2;6
"圓夢";2;2;4
"月減";2;2;4
"載板";2;2;4
"再告";2;2;3
"再漲";2;2;3
"在鴻海";2;2;3
"在量";2;2;4
"在期";2;2;4
"在擇";2;2;3
"則不太";2;2;3
"則連";2;2;3
"則偏";2;2;3
"則啟";2;2;3
"則升評";2;2;3
"則屬";2;2;4
"則宜";2;2;3
"增列";2;2;3
"增資";2;2;4
"斬獲";2;2;4
"占據";2;2;3
"佔領";2;2;4
"張明輝";2;2;4
"張仁芳";2;2;3
"張忠謀將";2;2;3
"漲近";2;2;4
"漲勢";2;2;7
"漲停板";2;2;4
"帳戶";2;2;3
"昭燕以";2;2;3
"這波";2;2;4
"整篇";2;2;3
"整月";2;2;4
"整周";2;2;4
"之譜";2;2;4
"之上";2;2;3
"值均";2;2;4
"指期昨";2;2;4
"中長線";2;2;3
"中斷";2;2;3
"中多";2;2;4
"中發";2;2;3
"中鋼";2;2;3
"中國建設銀行";2;2;3
"中國人民銀行";2;2;4
"中華經濟";2;2;3
"中經";2;2;3
"中盤";2;2;3
"中秋節";2;2;3
"中石化";2;2;4
"中小型";2;2;4
"中性";2;2;3
"中亞";2;2;4
"中央處理器";2;2;5
"中以";2;2;6
"終場";2;2;4
"周內";2;2;3
"周前";2;2;3
"周文重";2;2;3
"周五";2;2;4
"周線連";2;2;3
"助台幣";2;2;3
"助陣";2;2;4
"專認";2;2;4
"專業";2;2;4
"狀況";2;2;3
"准許";2;2;4
"資料";2;2;3
"自主";2;2;3
"字詞";2;2;3
"走高";2;2;4
"走弱";2;2;3
"最慘";2;2;4
"最高點";2;2;4
"最夯";2;2;4
"最強";2;2;3
"最熱";2;2;4
"最優";2;2;3
"作多";2;2;7
"作夢";2;2;4
"作者";2;2;3
"坐鎮";2;2;4
